original,generated
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.溜まりますぼーっとしてたらそんくらい溜まるお金って上から降ってくるよね
Q.移動についてどう思う？ A.,Q.移動についてどう思う？ A.これをこっちに移動しといてちょっとみんな待ってて来んなお前みたいなハエがちょっとみんな待ってな口が動くようになるまでみんなPUBGのカスタムやろ
Q.今日絶滅についてどう思う？ A.,Q.今日絶滅についてどう思う？ A.今日ネタやしにするわ俺が今日絶滅させる他の配信者みたいに優しくねえからな今日俺は血抜きできてるからフッあはは
Q.ゴールドシップについてどう思う？ A.,Q.ゴールドシップについてどう思う？ A.ゴールドシップとその超教師の物語みたいなの未だに見るわあげてるよね
Q.37億についてどう思う？ A.,Q.37億についてどう思う？ A.まだあるぞお前花のポテンシャルはこんなもんじゃないんだから払える37億くらいだったらギリギリ俺貯金今80億くらいだから生き物はダメなの?
Q.今日プペルプペル日についてどう思う？ A.,Q.今日プペルプペル日についてどう思う？ A.つまらん今日プペルプペル日俺のスマホの待ち受けはプペルだぞそのさあの境界線決めようぜ
Q.電気グループについてどう思う？ A.,Q.電気グループについてどう思う？ A.このまま俺電気グループ入ろうかな明日スーツ着てから参加していいですかじゃあなんかうんこちゃん12345
Q.14年についてどう思う？ A.,Q.14年についてどう思う？ A.自分は14年いつも一緒にいた愛猫が先月亡くなりました。
Q.馬だっちについてどう思う？ A.,Q.馬だっちについてどう思う？ A.馬だっち流れてんじゃん学生みたいな感じなんだ
Q.国際通りについてどう思う？ A.,Q.国際通りについてどう思う？ A.国際通りとか一瞬チラッと見てねスチームにマネイーターというサメを操作するオープンワールドのゲームがあるよ
Q.一回についてどう思う？ A.,Q.一回についてどう思う？ A.ほんと悔やまれるわ加藤純一とコラボするためにこいつ一回止まんなきゃいけない俺魂を共有してるのだよ
Q.気まぐれクックについてどう思う？ A.,Q.気まぐれクックについてどう思う？ A.あの気まぐれクックが箱買いしてるホロアクティな今35万するらしいぞあれお前投げろ
Q.前についてどう思う？ A.,Q.前についてどう思う？ A.こりきってめっちゃ綺麗じゃん死ぬ前に会いたい不思議だよな
Q.池田大輔についてどう思う？ A.,Q.池田大輔についてどう思う？ A.しばたがいつも池田大輔のしゃべり出しながらパチンコいつもじゃねーななんか外線とか打ってるときは昔してたんだよな
Q.鈴木納加藤純一についてどう思う？ A.,Q.鈴木納加藤純一についてどう思う？ A.マンボウやしろやしろさんもそうだし鈴木納 加藤純一
Q.ユーチューバーについてどう思う？ A.,Q.ユーチューバーについてどう思う？ A.あのさユーチューバーだったら1000円でいいよって言ってた店あそこより牛角の方が俺好きだけどめちゃくちゃ言ってた牛しげだよね
Q.奥についてどう思う？ A.,Q.奥についてどう思う？ A.お前そんな堂々と言ってたら、お前奥さんのこと舐めてんのかと思っちゃうよ。
Q.スーパーチャットについてどう思う？ A.,Q.スーパーチャットについてどう思う？ A.別にスーパーチャットなんて欲しくないんだからね。
Q.ドッキリ下手についてどう思う？ A.,Q.ドッキリ下手についてどう思う？ A.ここなんですよねー俺さ死ぬほど死ぬほどドッキリ下手だけどやってみていい?
Q.ゆきインターネットについてどう思う？ A.,Q.ゆきインターネットについてどう思う？ A.見てみておえのたかゆきインターネットを通じて自分の大事なものを発信していきたいおえちゃんです
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.自分で払ってるやつなんて見たことない。
Q.ヤマトン先生についてどう思う？ A.,Q.ヤマトン先生についてどう思う？ A.あの時俺一生懸命広告見て俺も100ビッツ投げたから感謝してほしいヤマトン先生
Q.12万についてどう思う？ A.,Q.12万についてどう思う？ A.ナオコイン増やそうぜどうやってやるのどうやってやるのこれクリエイタータッシュボードいやごめんちょっとできないわわからない12万
Q.株についてどう思う？ A.,Q.株についてどう思う？ A.そっちの意味でちゃんとそっちのインポ聞きたい本当の意味での株さんインポですよ
Q.人についてどう思う？ A.,Q.人についてどう思う？ A.こんな僕でも頼まれることがあるんでこれ持ってる人もいると思うんだけどいや
Q.高校についてどう思う？ A.,Q.高校についてどう思う？ A.中学校、高校、分かんないんだよね。
Q.髪型についてどう思う？ A.,Q.髪型についてどう思う？ A.ちょっと前のさ自分の髪型好きなんだよな
Q.時についてどう思う？ A.,Q.時についてどう思う？ A.違う女がいた時もあるけどまあまあまあまあ
Q.11時についてどう思う？ A.,Q.11時についてどう思う？ A.ちょっと違うけどもしかしたらバイキンマンとフリーザ一緒なんじゃないか11時じゃんクソヤバ山って待ってますか条件整っていて整備すれば松茸生やせる自信があります
Q.愛情表現についてどう思う？ A.,Q.愛情表現についてどう思う？ A.でもそれ母なりの愛情表現なんじゃないか。
Q.謝罪についてどう思う？ A.,Q.謝罪についてどう思う？ A.謝罪の文と、あのえ、何だっけ、禁止員明けの放送とかもそうだったけど、そのときの素直な気持ちで書こう。
Q.ジャンプマスターについてどう思う？ A.,Q.ジャンプマスターについてどう思う？ A.自分の力を信じてジャンプマスターの私が最も命を奪える場所に連れてくる死が急速に迫ってくる瞬間があーお腹すいたー
Q.軟水についてどう思う？ A.,Q.軟水についてどう思う？ A.普通の天然水でもうまいんだけど温泉って良さそうな気がする軟水って言うの?
Q.接近についてどう思う？ A.,Q.接近についてどう思う？ A.接近中マークス何を言うそれ やべーを探しちゃったネッカーています
Q.Twitterについてどう思う？ A.,Q.Twitterについてどう思う？ A.さすがの俺もTwitterで調べちゃうもん。
Q.コロナ禍についてどう思う？ A.,Q.コロナ禍についてどう思う？ A.コロナなんでコロナ禍出てこない?
Q.提供についてどう思う？ A.,Q.提供についてどう思う？ A.届いたものをお客さんに提供するんじゃないんだよ
Q.北についてどう思う？ A.,Q.北についてどう思う？ A.北サンブラックが出てくるのサンブラえこいつ北サンブラックなのこいつでどいつだよ
Q.電気についてどう思う？ A.,Q.電気についてどう思う？ A.電気で揍けるディボと長物が強いんだあぁ
Q.髪についてどう思う？ A.,Q.髪についてどう思う？ A.ちょうどこのTシャツ着て映ってるやつがこれぐらいの髪の長さいいなぁと思ったんだよなぁ
Q.ありのままについてどう思う？ A.,Q.ありのままについてどう思う？ A.ありのままでいこうちゃんと言ってんだよ
Q.評価についてどう思う？ A.,Q.評価についてどう思う？ A.じゃあ向こうのチャンネル見てみよう俺が客観的評価するわえー物に忌退してバレないように逃げ続ける鬼ごっこゲー再生数20万
Q.20についてどう思う？ A.,Q.20についてどう思う？ A.で、恭ちゃんにどんびり買ってるから金がなくなるんだよって言われてさ20歳の会話じゃん、それ。
Q.重症についてどう思う？ A.,Q.重症についてどう思う？ A.若者なんてコロナなっても重症化しねえんだからさ
Q.ロイヤル感についてどう思う？ A.,Q.ロイヤル感についてどう思う？ A.ペットたちに何食わしてるんですか結構いいご飯あげてるロイヤル感なんかあげてんじゃないかな
Q.配慮についてどう思う？ A.,Q.配慮についてどう思う？ A.ボリコレにも配慮していかなきゃいけない
Q.生放送についてどう思う？ A.,Q.生放送についてどう思う？ A.生放送とか特にだよな消滅の影響が一気にTwitchのフォロワーが5000人くらい入るTwitchのフォロワーってどこで見んのTwitchのトップページ
Q.脂肪についてどう思う？ A.,Q.脂肪についてどう思う？ A.父にさ、脂肪入れて炎上したやつ。
Q.奥についてどう思う？ A.,Q.奥についてどう思う？ A.奥さんすごいスラッとしたから俺もちょっと痩せたいよーって言ったらオートミール食わされてるのね
Q.嘘についてどう思う？ A.,Q.嘘についてどう思う？ A.嘘だろスモモさんって中身じゃねえのスモモさんってまさかさスモモさん来たよって言ったらさあの青い化け物として出る?
Q.夢ひとについてどう思う？ A.,Q.夢ひとについてどう思う？ A.サインの横にたまに夢ひとつと添えます
Q.80についてどう思う？ A.,Q.80についてどう思う？ A.75とか80はないと思う俺と同じぐらいだと思う
Q.女についてどう思う？ A.,Q.女についてどう思う？ A.もうちょっと一緒にいたいからホテルに行こうマジでそれが一番いい好きな女にはどうやって告白したらいいですか
Q.瀬戸康二についてどう思う？ A.,Q.瀬戸康二についてどう思う？ A.ジジイに今俺に無理させたいんだけどまず瀬戸康二
Q.2時についてどう思う？ A.,Q.2時についてどう思う？ A.知らなかった2時からバロやるかバロやらないか書けろいいね
Q.体についてどう思う？ A.,Q.体についてどう思う？ A.やべえなんかねさ体に悪いダイエットしてるんだって言ったじゃん
Q.エイペックスについてどう思う？ A.,Q.エイペックスについてどう思う？ A.何のゲームしたっけエイペックスやったんだっけそれ以来会ってないわ
Q.キャンプイン前についてどう思う？ A.,Q.キャンプイン前についてどう思う？ A.言うっていうビルの屋上をひたすら走るゲームやるダルビッシュにやらせる俺じゃなくてやるべき人間いるだろキャンプイン前にやらせてやれ
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.俺そういう金が一番いいからね俺が狙ってる金はそういう金だからねそういう汚い金を俺集めようとしてるからね
Q.ただについてどう思う？ A.,Q.ただについてどう思う？ A.いけただのくじ引きうわでもでかくないくじ引きくじ引きチャンネルポイントかけれるのかなやべー
Q.結婚についてどう思う？ A.,Q.結婚についてどう思う？ A.独身の時にペット飼ってる人って結婚できにくいって聞くけど、よく結婚できた。
Q.花ネットについてどう思う？ A.,Q.花ネットについてどう思う？ A.花ネットのゴミじゃないよ出るよお前らはっちゃん見ろよ
Q.枠についてどう思う？ A.,Q.枠についてどう思う？ A.まぁいいやこれやると本当に止まんなくなっちゃうから今度こういう枠取ろう
Q.設定についてどう思う？ A.,Q.設定についてどう思う？ A.動かそうと思えばできるんだけどなんかよりパワーを使うことになる設定でカメラでこれねあ?
Q.味方ポータルについてどう思う？ A.,Q.味方ポータルについてどう思う？ A.んでこんなチソポなのチソポチソポっちったなポータル引けよ味方ポータル引いてくれてなかった?
Q.医者についてどう思う？ A.,Q.医者についてどう思う？ A.1000万でも高いから医者の割合上げてる。
Q.パンサラスタについてどう思う？ A.,Q.パンサラスタについてどう思う？ A.でもやってたとしてもパンサラスタに10万円かけてないと思う。
Q.別についてどう思う？ A.,Q.別についてどう思う？ A.全然伸びてないいや別にティックトックだけやってればいいじゃん
Q.コロナ禍についてどう思う？ A.,Q.コロナ禍についてどう思う？ A.コロナ禍での開催になりますがちょっと飯食いながらこのまま行くか。
Q.毎年についてどう思う？ A.,Q.毎年についてどう思う？ A.毎年寒くなるとさ行きたくなるんだよね
Q.洗い水族についてどう思う？ A.,Q.洗い水族についてどう思う？ A.あんまりそういうイメージないなんかでも綺麗な人多いってイメージあるな茨城の大洗い水族館大洗い水族館行ったことあるんじゃないかな
Q.腹についてどう思う？ A.,Q.腹についてどう思う？ A.俺が食べちゃったジューンは俺が食べちゃった食べちゃったんだよ、もう、あいつだってさっきまで俺の腹
Q.学校1年についてどう思う？ A.,Q.学校1年についてどう思う？ A.これ以上見てると欲が止まらなくなるナオコ様とはどっか旅行に行ったことある小学校1年生の時にお父さんがハワイ連れてってくれてまぁうっすら記憶があるタイマレーシアシンガポールっていうタイマレーシアシンガポールって陸続きじゃん
Q.肺についてどう思う？ A.,Q.肺についてどう思う？ A.俺太ってるほうが好き左下の肺は消せねえ肺はぐれまから消せるんだへえ
Q.今日についてどう思う？ A.,Q.今日についてどう思う？ A.るいやマスターまでやってもいいけど まぁちょっと今日じゃねーなって思う
Q.魂についてどう思う？ A.,Q.魂についてどう思う？ A.冷静に流れてるうぜーこいつのコメント見たくなったこいつバンするわごめんちょっと待ってえーっとこいつバンするからみんなちょっと待ってねえーと魂と申します
Q.方についてどう思う？ A.,Q.方についてどう思う？ A.サンブレックスかただやっぱ寝といた方がいい
Q.遠近感についてどう思う？ A.,Q.遠近感についてどう思う？ A.この遠近感が分かんねえ極まってるパウーあー早いパウーパウーパウージャンプ
Q.タバコについてどう思う？ A.,Q.タバコについてどう思う？ A.いやタバコ家にないからもちろん吸わないけど。
Q.ダークモードについてどう思う？ A.,Q.ダークモードについてどう思う？ A.自分の画像をクリックしたらダークモードできる自分の画像ってなんだろうテーマを変えるモデレーター
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.もうその絶対に正しいことをしたい奴お前の配信ではお前が一番偉いってことを示す
Q.今バロについてどう思う？ A.,Q.今バロについてどう思う？ A.最初は最初するだろ理由は殴られたら怖いから今バロやる権利買ったら髪の毛も切り行かないよ
Q.今隔離についてどう思う？ A.,Q.今隔離についてどう思う？ A.あそっか今コロナで今隔離されてるのか。
Q.2番ピッチャーについてどう思う？ A.,Q.2番ピッチャーについてどう思う？ A.他人のふんどしでお前相撲取りやがってこの野郎千葉未来高校は泣きたことあるね俺すごいシュート投げるピッチャー2番セカンドと2番ピッチャーでシュート投げるピッチャー
Q.バッツーについてどう思う？ A.,Q.バッツーについてどう思う？ A.猫は全然くさくないかも俺的には排泄物はくさいけどねでも猫がうんことかおしっこしたらうち奥さんがバッツーかえるからペット燃える
Q.気についてどう思う？ A.,Q.気についてどう思う？ A.子供いなかったらマジで別れたほうがいい気がするそんな簡単なもんじゃねえのかいいよね
Q.生配信についてどう思う？ A.,Q.生配信についてどう思う？ A.2022年3月12日に生配信でのギャッコ披露を行います。
Q.人数についてどう思う？ A.,Q.人数についてどう思う？ A.どこにいるもっと大人数できたら面白いけどね1000人じゃちょっと微妙じゃないいや
Q.楽についてどう思う？ A.,Q.楽についてどう思う？ A.使わせてあげた方が本人は俺は楽だと思う。
Q.鳥ゾーン左側についてどう思う？ A.,Q.鳥ゾーン左側についてどう思う？ A.なんでこいつ降りてこねぇのってすごい網網の鳥ゾーン左側に猿ゾーン小猿ゾーンがいてその真ん中を隔てて右側に鳥ゾーンあ
Q.世代交代についてどう思う？ A.,Q.世代交代についてどう思う？ A.フチジやりたくない世代交代しますよね
Q.ノマドミスターノマドについてどう思う？ A.,Q.ノマドミスターノマドについてどう思う？ A.ノマドミスターノマドだからなんでそんなトンカチオヤジみたいな格好してるんですか俺トンカチオヤジだからトンカチオヤジって呼んでいいよ今度からロシア語でウクライナ語だから分かんないけど悲痛の叫びが聞こえてきます
Q.飯についてどう思う？ A.,Q.飯についてどう思う？ A.飯もいっぱい食って増やすのも大変って言うもんね
Q.炭塩についてどう思う？ A.,Q.炭塩についてどう思う？ A.いろいろ言いなってるいや俺2200円の炭塩なんて食べたくない無理払えないいや
Q.努力義務についてどう思う？ A.,Q.努力義務についてどう思う？ A.猫は努力義務なんだそう怪我とかするからね洋服着させてあげる方が安全なんだよ
Q.ツワハスについてどう思う？ A.,Q.ツワハスについてどう思う？ A.マジでツワハスって殴るとゲームを持ってくるわかんないんだよね
Q.授業参観についてどう思う？ A.,Q.授業参観についてどう思う？ A.自分の授業参観で親父がジジイだと恥ずかしいから早く作ってくれ。
Q.うちサカナクションについてどう思う？ A.,Q.うちサカナクションについてどう思う？ A.確かになんかこうやって見るとうちサカナクションっぽいなサカナクション
Q.東海帝王についてどう思う？ A.,Q.東海帝王についてどう思う？ A.取れよ東海帝王が主人公なんだ100話になればいいけどプペルはガチできつくない
Q.名前についてどう思う？ A.,Q.名前についてどう思う？ A.よく俺の名前ね中国人に間違えられるんだよね
Q.ブーム空前についてどう思う？ A.,Q.ブーム空前についてどう思う？ A.遅れてるな要は空前の血そぽブーム空前の血そぽブームこの人たちいるよ
Q.金額についてどう思う？ A.,Q.金額についてどう思う？ A.もう食べにいけない金額とツッコミ続々いや食べにいけないお前らのこと考えてねえんだよ
Q.追加についてどう思う？ A.,Q.追加についてどう思う？ A.もうスタンプの追加とかわかんねえよかまたとかに聞いてくれ俺、おめえらが想像してる100倍くらい上略だぞあ、
Q.意識混濁についてどう思う？ A.,Q.意識混濁についてどう思う？ A.意識混濁にさせてあげないと。
Q.2番についてどう思う？ A.,Q.2番についてどう思う？ A.もういいこと言ってるな右から2番も俺に出るなびっくりした前沢のさ右から2番目俺に出てね
Q.海外についてどう思う？ A.,Q.海外についてどう思う？ A.海外だとマフィアが仕切ってんだ。
Q.今キングダムについてどう思う？ A.,Q.今キングダムについてどう思う？ A.あれ今キングダムってあんのかなアニメだったらあるんだあーなるほどでもね最近俺自身がキングダム熱があんま高くないんだよね
Q.方についてどう思う？ A.,Q.方についてどう思う？ A.ちょっと探すわ短い方が好みだ俺はしかも俺だけに限らず
Q.隣についてどう思う？ A.,Q.隣についてどう思う？ A.花の楽屋の隣に北山さんの楽屋があって間違って入ってきちゃってあ!
Q.タバコについてどう思う？ A.,Q.タバコについてどう思う？ A.マジでタバコ吸ってるんだお前みたいな。
Q.逆理論についてどう思う？ A.,Q.逆理論についてどう思う？ A.さすがに結婚式の前日はあいつ大人しくしてるだろうって逆理論が圧倒していや予約は9000人しかいない まだ24時間前だよね
Q.距離についてどう思う？ A.,Q.距離についてどう思う？ A.ところがあるからえ、ババくんえ喋ってんの見たことねーぞ昨日喋ってなかっただろリセットされてしまったのかあーもこうさんすげー距離がある昨日喋ってた?
Q.今フォロー解除についてどう思う？ A.,Q.今フォロー解除についてどう思う？ A.俺巨人の情報だけ欲しいんだけど今フォロー解除するわスポナビもいらない日刊スポーツいらない
Q.アバレルについてどう思う？ A.,Q.アバレルについてどう思う？ A.よろしくこれアバレル君だろよろしくお願いします
Q.核兵器サーリボンバーについてどう思う？ A.,Q.核兵器サーリボンバーについてどう思う？ A.1000年経たられるぜそんなことしたらほんとに引き返せなくなりそうもう引き返せないだろうけどタタ タタラレルヨネチェルノブイリロシアに撮られたニュースあったねロシアの保有する核兵器サーリボンバーは広島原爆の3300倍の力
Q.高山和美についてどう思う？ A.,Q.高山和美についてどう思う？ A.高山和美ちゃんだけ定位のオペラ王の声優がすごくない定位のオペラ王の声優やってんの鈴木納も阿波高校のはず
Q.金スパイヤーについてどう思う？ A.,Q.金スパイヤーについてどう思う？ A.金スパイヤーが10万投げてる後ろで俺は 土砂回りして汚い100円玉を泥だらけのんいや夜中にも配信しない今日はもうしない
Q.46秒についてどう思う？ A.,Q.46秒についてどう思う？ A.すごくない玉城っていう自己紹介が出るまでに46秒だよ
Q.72時間についてどう思う？ A.,Q.72時間についてどう思う？ A.72時間起きてるなんて全然余裕だよ。
Q.医療麻薬劇薬についてどう思う？ A.,Q.医療麻薬劇薬についてどう思う？ A.なんでさモヒとかさモルヒネとかさ色んな医療麻薬劇薬が取り扱いされてる中であえてマリファナをさ合法化しようとしてるのあの人たちって。
Q.本郷愛についてどう思う？ A.,Q.本郷愛についてどう思う？ A.もうなんかできねえから本郷愛調べたらフォロワー50万人でビビって俺のオススメのAV女優
Q.来月についてどう思う？ A.,Q.来月についてどう思う？ A.いや、来月のって入れてたほうがいいわ。
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.で、配信したらさ、分身取られるから、バカだからみんな。
Q.バーチャルVTuberについてどう思う？ A.,Q.バーチャルVTuberについてどう思う？ A.で、バーチャルVTuberのこと応援してるやつは俺マジで本当終わってると思ってんのね。
Q.水産高校についてどう思う？ A.,Q.水産高校についてどう思う？ A.水産高校行ってたけど塩溶の時にどうやってタバコを持ち込むかみんなで会議してた阿波水産高校出身者いねえの?
Q.首引についてどう思う？ A.,Q.首引についてどう思う？ A.俺が殴るから俺が向こうの部屋行っておい中身こいつだぞってどうする俺がさおい中身こいつだぞって首引っこずいてこうやって出てきたらこいつだよってあれは違うよ
Q.先生についてどう思う？ A.,Q.先生についてどう思う？ A.こういう先生いなくなっちゃったよね
Q.配信ソフトについてどう思う？ A.,Q.配信ソフトについてどう思う？ A.ダメだカメラが配信ソフトに使われてるからいや、使われてない使われてない今もう消した物とも消した全部再起動してみる?
Q.千円カットについてどう思う？ A.,Q.千円カットについてどう思う？ A.なんで千円カットあんな見下されるの見下しなくない言わなきゃ気づかねえよ
Q.とこについてどう思う？ A.,Q.とこについてどう思う？ A.あいつなんか意外とそういう可愛いとこあるよななんかあれだよね
Q.結婚前についてどう思う？ A.,Q.結婚前についてどう思う？ A.結婚前に離婚した女と話して送られるんだ
Q.役みやこについてどう思う？ A.,Q.役みやこについてどう思う？ A.俺もこの役だったら出たい気舐める役みやこさんもいいシーンだったね
Q.コンドームについてどう思う？ A.,Q.コンドームについてどう思う？ A.俺はただコンドームできなかっただけだと思うけどね
Q.千葉についてどう思う？ A.,Q.千葉についてどう思う？ A.千葉まで行って帰ってきたらガソリンなくなるからね
Q.髪についてどう思う？ A.,Q.髪についてどう思う？ A.なんでどんぐりみたいな髪してるんですか初めてのチャットできたら信憑性がもしかしたらマジかもしれない俺どんぐりなんだよ
Q.16ヶ月についてどう思う？ A.,Q.16ヶ月についてどう思う？ A.絶対俺に追いつけないあれしよう 称号をこれから付け続けようみんなまだそこなんだ 俺16ヶ月だけど俺は多分解説したと同時になんかサブスクしてることになってるらしいのね唯一無二初代サブスクライバー
Q.頭についてどう思う？ A.,Q.頭についてどう思う？ A.んでそのどんぐりみたいな頭してるんですか?
Q.スパチャ上限についてどう思う？ A.,Q.スパチャ上限についてどう思う？ A.みんなもなれるさ すぐになスパチャ上限で5万しか投げられない 5万しか なんか不幸だらけなんだね
Q.上野動物についてどう思う？ A.,Q.上野動物についてどう思う？ A.子供の日トミンの日かなんかが上野動物園ただになるんだよ
Q.ボス30についてどう思う？ A.,Q.ボス30についてどう思う？ A.最初のエリアだけでボス30匹いる。
Q.花についてどう思う？ A.,Q.花についてどう思う？ A.あの花の動画消えちゃったアニメ流してるって思われちゃった
Q.中日についてどう思う？ A.,Q.中日についてどう思う？ A.ひらたって中日のひらた?やめちゃうの?
Q.情弱についてどう思う？ A.,Q.情弱についてどう思う？ A.ほんとだごめんな忘れてたわけじゃないんだほんとに俺情弱なんだ吉田もフォローしてないこんなに遊んでるのに嘘だろねえ
Q.仮想についてどう思う？ A.,Q.仮想についてどう思う？ A.俺だったらね移されて例えば誰だ。じゃ分かったこれ仮想だよ。もこうと遊んでてもこうに移されたって言うんじゃん。
Q.スーパーチャットについてどう思う？ A.,Q.スーパーチャットについてどう思う？ A.ああ、縦…おい、縦破りでスーパーチャットくらいにしよう、じゃあ。
Q.朝倉みくるについてどう思う？ A.,Q.朝倉みくるについてどう思う？ A.げんない母親がずっと朝倉みくるみで怖いです
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.ダソクさんは金がなさすぎてこじらせてるしなりたくないし大石さんは配信者じゃないけど忙しすぎて俺じゃ耐えられない。
Q.鬼についてどう思う？ A.,Q.鬼についてどう思う？ A.鬼や、モコ、シャカスタのあたりはバチンコやりてえって食らってただろうな。
Q.17年についてどう思う？ A.,Q.17年についてどう思う？ A.ずーっとオヤシラズと戦ってた薬もねーで地獄だったわあれ気圧でちょっと痛み引いてきたらさ気圧でくそ痛えなってさ懐かしいあれもう17年くらい前だな貴族のパジャマ買ってたうわ
Q.だいたい医者についてどう思う？ A.,Q.だいたい医者についてどう思う？ A.なぜならこれ俺の加藤純一ジョイスーパー理論ってのがあってジョイのお父さんってだいたい医者なのね
Q.絶対反応についてどう思う？ A.,Q.絶対反応についてどう思う？ A.初見うんこちゃんにドラエルの握手会でクソ嫌なこと言ったら俺絶対反応しないわ嫌でも嬉しくもないみたいな普通だよ
Q.風呂についてどう思う？ A.,Q.風呂についてどう思う？ A.風呂も入ってねえようなジジイと一緒にいたもん
Q.橘たかしについてどう思う？ A.,Q.橘たかしについてどう思う？ A.橘たかしはガーシーをってガーシーじゃ俺がガーシーをって
Q.血栓についてどう思う？ A.,Q.血栓についてどう思う？ A.生体の物を移植した方が血栓が出来づらい。
Q.近々についてどう思う？ A.,Q.近々についてどう思う？ A.影の動画も近々上がるんじゃねえかな。
Q.迷惑についてどう思う？ A.,Q.迷惑についてどう思う？ A.バチンコの人たちってうまく編集するんだよな申し訳ないことしちゃったお店の人たちにも申請出せば復活するんだ復活するけど店に迷惑かけちゃったアニメそのままなんだ
Q.調子についてどう思う？ A.,Q.調子についてどう思う？ A.なんか最近あれだな、調子悪いなん?
Q.違和感についてどう思う？ A.,Q.違和感についてどう思う？ A.おい俺が違和感だろ違和感でしかないだろ俺が出てくると本当はこれ俺のチャンネルなんだよ
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.こういうある程度の幸せをさ体感しながら俺家庭持っちゃったから嫁と将来できるかもしれない子供を大事にしていこうかなと思うけど自分の周りだけ幸せにしていけばいいんだ
Q.頃についてどう思う？ A.,Q.頃についてどう思う？ A.まあでも今の子供たちが大人になる頃にはまた別の職が流行ってんだろうなあ。
Q.頭についてどう思う？ A.,Q.頭についてどう思う？ A.俺今回ばかりはマジで頭に来たわてめえのバカ
Q.無理についてどう思う？ A.,Q.無理についてどう思う？ A.無理って言われてんだからやらなきゃ。
Q.フォローについてどう思う？ A.,Q.フォローについてどう思う？ A.俺フォローされてるожんじゃん誰?
Q.役についてどう思う？ A.,Q.役についてどう思う？ A.俺もこの役俺どうみんないけるかな
Q.気持ちについてどう思う？ A.,Q.気持ちについてどう思う？ A.もう気持ち悪いよ加藤さんと会ったらエッチしてくれますかエッチしてくれますか
Q.程度大人についてどう思う？ A.,Q.程度大人についてどう思う？ A.多分そんなにだったらもう俺たち年ねえある程度大人はさその時期楽しんできたんだからさ活かしてやれよ
Q.パタヤビーチについてどう思う？ A.,Q.パタヤビーチについてどう思う？ A.俺もっとやべえとこ行ったぜパタヤのゴリッゴリのパタヤビーチってさ
Q.提唱についてどう思う？ A.,Q.提唱についてどう思う？ A.これ前から俺提唱してんだけどね。
Q.調子についてどう思う？ A.,Q.調子についてどう思う？ A.だからツイッターの絵師たちがあんな強気なんで、お前ら今まで調子こいてんじゃねーぞみたいな。
Q.黒歴史についてどう思う？ A.,Q.黒歴史についてどう思う？ A.黒歴史、アワコーの黒歴史だと思われてる。
Q.ママサブスクギフトについてどう思う？ A.,Q.ママサブスクギフトについてどう思う？ A.なにこのコウスケのママサブスクギフトとアカスパの違いってなに普通にそれこそお前が管理してないんだよ分かった
Q.一気についてどう思う？ A.,Q.一気についてどう思う？ A.だって俺、フロムのゲームは一気にやらなきゃおかしくなるもん。
Q.結婚についてどう思う？ A.,Q.結婚についてどう思う？ A.俺の結婚を機にぐらいに仲いいぜ。
Q.力士についてどう思う？ A.,Q.力士についてどう思う？ A.モコーのこと好きな力士がいてモコーにスモービア一日体験してほしいんだよ。
Q.ヘッドホンについてどう思う？ A.,Q.ヘッドホンについてどう思う？ A.ライブ2モデルキメラ2を入れてっとあーヘッドホンだね
Q.温泉強豪他者についてどう思う？ A.,Q.温泉強豪他者についてどう思う？ A.こっちも結局温泉じゃねえかまた温泉to温泉強豪他者に乗り移ったね
Q.後についてどう思う？ A.,Q.後についてどう思う？ A.ポケモン生まれた後にボドカ生まれてたらやべえじゃんボドカでなんかオセロが変わっちゃうじゃんボドカ生まれた後にポケモン生まれてるから綺麗になってるボドカ
Q.アットマークgmailについてどう思う？ A.,Q.アットマークgmailについてどう思う？ A.アットマークgmail.comに送って3日後くらいに見るわ笑って返すわ加藤さんミケ猫が随意役
Q.エペ祭りについてどう思う？ A.,Q.エペ祭りについてどう思う？ A.なんで知ってんのエペ祭りで一緒だったんだ
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.俺のチャンネルに出たこと1回2回しかないでしょTwitchって別に遊びでやってるからみんなから500円取ってこんなこと言うのは申し訳ないけど配信だと思ってやってねえ
Q.関わりについてどう思う？ A.,Q.関わりについてどう思う？ A.あんま関わりがなかったからわかんねーわなくていい仕事なんかねーよ
Q.結婚式についてどう思う？ A.,Q.結婚式についてどう思う？ A.関くん結婚式で見たんだよなあなた関くんって言うのほんとにちょうど俺が三角形を描いてたの二人ともちょっとさコミュ障なところあるじゃん恥ずかしがり屋
Q.金尚子についてどう思う？ A.,Q.金尚子についてどう思う？ A.本当に不可能やりたいときにやって今日で金尚子いいねアマゾンプライム500円だもんなでもツイッチってさ告知くるんじゃないのどうやってくるの登録してたらくるの
Q.生主についてどう思う？ A.,Q.生主についてどう思う？ A.そういう生主になってここらー あーとそろそろあったかくなってきてね
Q.結局についてどう思う？ A.,Q.結局についてどう思う？ A.正直な演出とかは楽しいっぽいって言うけどさって言ってくれるだろうけど結局出ないんだってなんない?
