original,generated
Q.1ヶ月前についてどう思う？ A.,Q.1ヶ月前についてどう思う？ A.もう1ヶ月前に無くしてなお前に頼むのは数字違いってのは分かってんだが新しい補聴器見つけてくれたらすげえ助かる分かったよ
Q.関川ケイジ部長についてどう思う？ A.,Q.関川ケイジ部長についてどう思う？ A.長輩号で山東先生から部長もらって関川ケイジ部長にしろそしたら信仰のあるやつらから全部もらったんです
Q.1回についてどう思う？ A.,Q.1回についてどう思う？ A.なんで俺がこいつらのせいで死ななきゃいけないのに全くなかったマジで1回もないね死のうと1回だけあるな 15歳の時にタバコ吸ったの親父にバレてやべぇ
Q.協力についてどう思う？ A.,Q.協力についてどう思う？ A.TVだっけ俺何でやってたっけ協力
Q.自身についてどう思う？ A.,Q.自身についてどう思う？ A.面白そうなにそれ堀井さん自身が実況するってこと?やば ニコ生?
Q.3回についてどう思う？ A.,Q.3回についてどう思う？ A.3回しか会ったことないんだよ
Q.顔出しについてどう思う？ A.,Q.顔出しについてどう思う？ A.2015年に顔出ししてタイミングで仕事辞めてるはずだから。
Q.5万についてどう思う？ A.,Q.5万についてどう思う？ A.毎日まあ5万人ぐらい集めるやつ出てこねーかなぁ
Q.とこ休憩についてどう思う？ A.,Q.とこ休憩についてどう思う？ A.パセラね適当なお店入るんで急にすごい雨降ってきた後で疲れたら休めるとこ行こうぜ休めるとこ休憩だけお風呂も入れてカラオケもできる二人で行こう意味しないっすね
Q.初級についてどう思う？ A.,Q.初級についてどう思う？ A.初級のまっすぐ引っかかってるからいいまっすぐ見ないとさ大丈夫なのかな
Q.昔についてどう思う？ A.,Q.昔についてどう思う？ A.ちなみに一途でしょ昔と変わらないぐらい今も好きだよ
Q.今一瞬酷使についてどう思う？ A.,Q.今一瞬酷使についてどう思う？ A.今一瞬酷使いきかけたわ切れそうになった
Q.電気系統についてどう思う？ A.,Q.電気系統についてどう思う？ A.パソコンとかの電気系統だけ奇跡 的に全部大丈夫だった月に10本映画見るっていう
Q.試合についてどう思う？ A.,Q.試合についてどう思う？ A.まあいいちょっと何試合かやろうか意外と悪くないよ
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.いやー、今のは抜けろ、抜けないよな、それは。
Q.後ろについてどう思う？ A.,Q.後ろについてどう思う？ A.結構前来てるかもオペレーターだろこっちだよ後ろいないな
Q.28についてどう思う？ A.,Q.28についてどう思う？ A.28歳なんだ26歳人として好きなんだよねソムちゃん会ったことないんだよ
Q.トランスエイジについてどう思う？ A.,Q.トランスエイジについてどう思う？ A.びっくりしたトランスエイジなのかな日常の職場でしょもう30年前から そうなんだよね
Q.結婚についてどう思う？ A.,Q.結婚についてどう思う？ A.そんなのグレーじゃねぇもんいいけど日本人と結婚させるとかさ国帰れなくなったりするんだよね
Q.メジャーリーガーについてどう思う？ A.,Q.メジャーリーガーについてどう思う？ A.なんかさメジャーリーガーってさ大胆なシフト禁止になったじゃん大胆なシフトか大胆じゃないシフトかってどうやって判断するの審判の判断類間を超えちゃいけないみたいな感じなんだ
Q.兄者についてどう思う？ A.,Q.兄者についてどう思う？ A.兄者:「あぁーよろしくな!」
Q.10倍についてどう思う？ A.,Q.10倍についてどう思う？ A.本社勤務だってすごツイッチの俺の収益上げとけよ1.5倍くらいに改ざんしといてなかなかできなくないアマゾンの本社勤務って10倍にしといて本社ってやばくないいや証明
Q.頭ありについてどう思う？ A.,Q.頭ありについてどう思う？ A.いつまでログインしてんのこいつら頭ありんだろうね
Q.メンズクリアについてどう思う？ A.,Q.メンズクリアについてどう思う？ A.メンズクリアは昔から評判が悪いが案件を受ける人は金残し考えないでやるべきでしょ
Q.格下についてどう思う？ A.,Q.格下についてどう思う？ A.こいつは格下だからこいつで試す攻撃系効果
Q.サンゾウ何についてどう思う？ A.,Q.サンゾウ何についてどう思う？ A.サンゾウ何枚?あっ、サンゾウ何枚だよ。
Q.キャパ10についてどう思う？ A.,Q.キャパ10についてどう思う？ A.キャパ10人ぐらいでなんで美容院なのちょっとモテないやつをかっこよくしたい願望ってない?
Q.38についてどう思う？ A.,Q.38についてどう思う？ A.38だからあと2年以内に子供作って別にいいでしょ
Q.強力についてどう思う？ A.,Q.強力についてどう思う？ A.こんなだったっけ強力にしよう慣れてきたから見づらくないでしょえー
Q.仕事さっきについてどう思う？ A.,Q.仕事さっきについてどう思う？ A.ここで取り返しますのそれ 土壇場で勝ちこちのちゃん遊びでサッカーってのが仕事さっきのどっちこの攻撃はうまくいきません
Q.無職必要についてどう思う？ A.,Q.無職必要についてどう思う？ A.誰か無職必要な方いませんかこんなおもろいやつ落とすの俺うそもったいねえおもろい宝石箱じゃねえかよ
Q.パワープレイについてどう思う？ A.,Q.パワープレイについてどう思う？ A.今日のルール決めて今だからささっきオーディションしたからいやパワープレイは分かんないそこは俺がノリでやるから大丈夫視聴者投票いらないかな2人に絞ろっか2人に絞るわ2人に絞って決戦投票させよう
Q.デートスタジアムについてどう思う？ A.,Q.デートスタジアムについてどう思う？ A.まだ全然さぁ ランドに進めるんでしょうか皆さんこんにちは今日の舞台はあるデートスタジアムです
Q.興味についてどう思う？ A.,Q.興味についてどう思う？ A.その他人に興味なさすぎてさなんていうの完全に本心を見せることがないから それ優しくするじゃん怒ったりしないからさ
Q.本心についてどう思う？ A.,Q.本心についてどう思う？ A.これこれとかも別にあいつ彼のためにやってるだけで本心であれやりたくないわけじゃねえと思う誰だろうなパッと出てこねえないやおえちゃん
Q.父についてどう思う？ A.,Q.父についてどう思う？ A.お父さんああいう モードになると本当にめんどくさいでそういう時にあーお母さんが 生きてたらなぁお母さんちょっとお父さん
Q.人間についてどう思う？ A.,Q.人間についてどう思う？ A.マジで俺をさなんかそういう頼れる人間だって 認めたんだと思う
Q.近くについてどう思う？ A.,Q.近くについてどう思う？ A.さっぱりしたさっぱりはい近くのコンビニに捨ててます
Q.リーチピン振りについてどう思う？ A.,Q.リーチピン振りについてどう思う？ A.もうアンパイ抱えるなどしないまあまあピンとか引いたねリーチピン振り襲ったら全単ピンに成功しかも積もるんだこれ怖いお前想像によってんなお前なビビってんだろう
Q.スパチャについてどう思う？ A.,Q.スパチャについてどう思う？ A.ミリオンとも1000人以上で a すご1000人ぐらい集めるんだスパチャのお金は完全部かどうぞに入るんだよ
Q.大分キャッチについてどう思う？ A.,Q.大分キャッチについてどう思う？ A.今のでも今糸原だったら大分キャッチしてるよ
Q.ナイスについてどう思う？ A.,Q.ナイスについてどう思う？ A.このゲームって間近だ一旦起こしてもいいナイスはやっ
Q.内側についてどう思う？ A.,Q.内側についてどう思う？ A.これマジで大事なんで早めに内側入っていってああやっちまった
Q.来年についてどう思う？ A.,Q.来年についてどう思う？ A.おもろいかなるほど本当にかわいいマジで来年頑張ってくれ今年
Q.奴についてどう思う？ A.,Q.奴についてどう思う？ A.ちなみに俺のことガチャガチャ言ってきた奴は全員辞めてた。
Q.直腸検診についてどう思う？ A.,Q.直腸検診についてどう思う？ A.直腸検診できなかったんだよね 一番やりたかったんだけどガンは gtp リークサーだけなぁわかんねー 忘れてたがんが一番怖いじゃん 一中への家計はさあ全然がん家計じゃないんだよさあ
Q.検査についてどう思う？ A.,Q.検査についてどう思う？ A.検査には数日必要なんだなんかもっといいスキル
Q.互いについてどう思う？ A.,Q.互いについてどう思う？ A.お互いに食おうとしてるそらがさ、あれなんだよ
Q.規模感についてどう思う？ A.,Q.規模感についてどう思う？ A.俺の美容室なんて全然規模感ないよ1000万円2000万円ぐらいの初期投資でやるよ
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.これって広告付ければお金もらえるんですか?
Q.方についてどう思う？ A.,Q.方についてどう思う？ A.短い方もかっこいいんだけどな短い方かっけえんだよ
Q.基礎についてどう思う？ A.,Q.基礎についてどう思う？ A.基礎的な動きから俺PS5買ったよね
Q.着拒についてどう思う？ A.,Q.着拒についてどう思う？ A.一言謝って切るわ危険かなりそうだったら切るわ俺着拒してんのか親父これ発信中から鳴らないよえ
Q.違和感についてどう思う？ A.,Q.違和感についてどう思う？ A.なんだカメラでマルチプレイをTV引きTVショーやぞ近近くですごい違和感が俺これでやってたっけ
Q.30についてどう思う？ A.,Q.30についてどう思う？ A.「今日俺30枚しかできねえからよ!」
Q.ことについてどう思う？ A.,Q.ことについてどう思う？ A.嬉しくて言ったってことじゃんそれ以外になくない?
Q.3階席についてどう思う？ A.,Q.3階席についてどう思う？ A.一席も空いてない3階席までパンパンのパン
Q.方についてどう思う？ A.,Q.方についてどう思う？ A.これスペクターか今俺スペクターだったガーディアンの方が強くね
Q.メインについてどう思う？ A.,Q.メインについてどう思う？ A.やっぱりそのパターンかセンサー起こせるソーバー起こせるBメインなーにー
Q.驚愕についてどう思う？ A.,Q.驚愕についてどう思う？ A.あれ新しい時代を見た日本の技術力やっぱアメリカの技術力の高さに ちょっと驚愕した
Q.男の子事故についてどう思う？ A.,Q.男の子事故についてどう思う？ A.危ねえだろう親に怒られんじゃねー男の子事故事故らないように なんか俺もあったなぁ
Q.カロリーについてどう思う？ A.,Q.カロリーについてどう思う？ A.これでカロリーが1000キロカロリーなかったら流石の俺も怒るようち結構カロリーには厳しいんでカロリーで見るんで調べてくんない?
Q.今日暇についてどう思う？ A.,Q.今日暇についてどう思う？ A.みんなも薄々気づいてるかもしんないけど俺今日暇なんだよね
Q.ひと巻きについてどう思う？ A.,Q.ひと巻きについてどう思う？ A.これもうひと巻きするわひと巻きするわやべえあの赤欲しいけどだめだ今のラグでバレたかちょ無理やりシャー切ろなんか自敗1個重なんねえかな
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.大骨だけが残っちゃう、俺金と性格を褒められても嬉しくない?
Q.すべてについてどう思う？ A.,Q.すべてについてどう思う？ A.なんだけど俺すべてのFFX持ってるじゃねぇか
Q.精神についてどう思う？ A.,Q.精神についてどう思う？ A.俺も精神向けになってるなどこで見れるのどこで向けるの左上?
Q.注射についてどう思う？ A.,Q.注射についてどう思う？ A.どうでもいい注射物が侵入さればよいから遠く離れた木に喋れなくなるとこないでしょ
Q.表についてどう思う？ A.,Q.表についてどう思う？ A.国絡み国が絡んでれば最近Eスポーツって結構みんなが知らないところで国からのあれめちゃくちゃ降りてんだぜ表に出てないだけで国絡みの支援みたいなのめちゃくちゃあるんだよ
Q.怪我についてどう思う？ A.,Q.怪我についてどう思う？ A.完璧じゃん、怪我してるんですよ、彼ぇ!
Q.馬鹿についてどう思う？ A.,Q.馬鹿についてどう思う？ A.俺は馬鹿みたいなビビんねえでいいんだよ
Q.子花についてどう思う？ A.,Q.子花についてどう思う？ A.あとあの子花が一番最初に世にも奇妙な物語に出た時に出演した女優さん音忘れちゃった吉川愛ちゃん
Q.30分についてどう思う？ A.,Q.30分についてどう思う？ A.あと問題は俺も無職側の人間だから自分に俺がログインできない可能性もあるじゃあ完璧に決まるまで待って30分くらい待ってこれ開始21時15分とか半にしよう
Q.あべハードゼロについてどう思う？ A.,Q.あべハードゼロについてどう思う？ A.こいつにも あーまこいつのあべハードゼロがやばいね熱帳なっちゃった
Q.ハードボーン劣化についてどう思う？ A.,Q.ハードボーン劣化についてどう思う？ A.強いです皆さん楽しいです勝てばポイントもらえるしスタミナを8にするべきか田舎これちょっと早く欲しいねハードボーン劣化
Q.形についてどう思う？ A.,Q.形についてどう思う？ A.ズバズバ来るんやなんか変な形になっちまうな
Q.喉元についてどう思う？ A.,Q.喉元についてどう思う？ A.ここまででさ、喉元まででてめえふざけんじゃねえぞ。
Q.バカバカについてどう思う？ A.,Q.バカバカについてどう思う？ A.980円はない都内だったらもうちょいあるよしかもさ深夜だったらさバカバカ車来るわけじゃないからちょっと良くない?
Q.ビッチャー頃についてどう思う？ A.,Q.ビッチャー頃についてどう思う？ A.ビッチャー頃の時計みたいな感じであれバウアークソキレてたよね
Q.遊びについてどう思う？ A.,Q.遊びについてどう思う？ A.そんなお遊びでそんなお遊びをしてたらサネやばいサネやばい
Q.パスパスアークスはたんについてどう思う？ A.,Q.パスパスアークスはたんについてどう思う？ A.ちょいもこれ所はやめよちょいもわー寝起きで頑張るんパスパスアークスはたんだったあーっぽっこす?
Q.子についてどう思う？ A.,Q.子についてどう思う？ A.クソカワイイマジでうちの子たちみんななんか人間好きだからさめめめめなぜかトイレの前だけあぐらかいてるとトイレの前だけこうやって座ってくんだ
Q.260についてどう思う？ A.,Q.260についてどう思う？ A.結構無職勢がすいませんズームでズームできませんぜがめちゃくちゃめちゃくちゃ多いやばいこれ10人集まんないぞ260人応募があって10人集まんないかもしんない
Q.日6時についてどう思う？ A.,Q.日6時についてどう思う？ A.その次の日6時とか7時入りだったから女の子だからちょっと早く起きなきゃいけないじゃんだからいやー
Q.今親についてどう思う？ A.,Q.今親についてどう思う？ A.単焼ドラドライカサガナヤ何このキャラクターユウダヨンこれがコードギアスかなんとかのルルーシュあれ今親だった違うなあっぶね見えた手が手が見えました
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.サブスクのお金返してくれ500円がお前のスク750円か厳密に言うぞ
Q.60パートについてどう思う？ A.,Q.60パートについてどう思う？ A.さすがに60パート多くないいつもよりさすがに多いよね
Q.自由についてどう思う？ A.,Q.自由についてどう思う？ A.直直潜在写真は絶対新しくしないうちでも提供とかももう自由だから 好きなだけ稼いでいいよっていうシステムなんでで育てて育てて売る超えさせてから売るいいでしょ
Q.マックス村についてどう思う？ A.,Q.マックス村についてどう思う？ A.けんぴちゃんてなんかがなんかマックス村へのまんじゅうかなんか食ってあれしなかったっけ
Q.スキル本人についてどう思う？ A.,Q.スキル本人についてどう思う？ A.間違った行くな 行くなお前バーなんかにてめーみてーなバカたれはたらけくそどもならば よしっスキル本人はクソ上手いチキたんチキたんチキたんチキたんチキたん
Q.パリサンジェルマンについてどう思う？ A.,Q.パリサンジェルマンについてどう思う？ A.多分パリサンジェルマンなんてクソ強いからサッカーで取らなきゃいけないタイトル
Q.スランプについてどう思う？ A.,Q.スランプについてどう思う？ A.もしスランプが落ちたと思ったらやり方を変えてみろどういうことだ
Q.スタヌドッキリ配信についてどう思う？ A.,Q.スタヌドッキリ配信についてどう思う？ A.スタヌ引き抜こっから配信者辞めさせてトンボと一緒にお笑い芸人やらせよかなちょっとやりたかったかもやろうかさっきのスタヌ ドッキリ配信者やめさしてトンボと一緒になんかお割れゲーにやらせよっかな
Q.一人称おじについてどう思う？ A.,Q.一人称おじについてどう思う？ A.一人称おじさんおじちゃんはさーって言うとさ 心の距離が遠くなりそうでおにぎちゃんはねーって言うんだよ
Q.ピザラジアンについてどう思う？ A.,Q.ピザラジアンについてどう思う？ A.彼ら名本通すぎるわまぁこのように明日のピザラジアン僕は優勝するんでライバルはかや
Q.調子についてどう思う？ A.,Q.調子についてどう思う？ A.丸も調子悪いしなお普通に来るって言うあマジで当てたい曲は誰かまだほんと見てないけど当てたい曲はツアースいや違うどれ一応こんな感じっす
Q.日本についてどう思う？ A.,Q.日本についてどう思う？ A.多分みんな好きでしょ日本人はじゃあかせんさん
Q.固定収入についてどう思う？ A.,Q.固定収入についてどう思う？ A.これって仕事ですかって言われたらさなんか不明な点多くない月に定期的に300万円の固定収入でビザが出ます
Q.違いについてどう思う？ A.,Q.違いについてどう思う？ A.今だったら俺真っ白いキャンパスだから違いが分かんねーこれか!
Q.ピザラジについてどう思う？ A.,Q.ピザラジについてどう思う？ A.エイペックスやってる人でいいじゃん なんでお前カテゴライズしたがってそれ売りにしてんのお前ピザラジで女って言ってる バラすんじゃねーぞだって嫌だよ
Q.本当についてどう思う？ A.,Q.本当についてどう思う？ A.本当に本当に仲悪くなるんだよ
Q.だめメアリーについてどう思う？ A.,Q.だめメアリーについてどう思う？ A.お前は昨日あげたからだめメアリーも両方いいもんじゃないメアリー
Q.顔についてどう思う？ A.,Q.顔についてどう思う？ A.かっこいい同性の友達いやマジで顔じゃねえと思うな男って女の子ってやっぱなんだ
Q.適当についてどう思う？ A.,Q.適当についてどう思う？ A.モコ来た人込み少ないところに行こういいんすか新宿の方行くか新宿の方そのまま寄ってもらえる感じではぁー新宿のどの辺があっ適当でいいっすそのサイズの適当ならえー
Q.カップ麺についてどう思う？ A.,Q.カップ麺についてどう思う？ A.カップ麺が高すぎると炎上してるいくらなの?
Q.ほんと魅力についてどう思う？ A.,Q.ほんと魅力についてどう思う？ A.ほんと魅力しねーわ打線がダメなんですか全て終わってる打線だな打ってない選手多いっすもんドングリーゼに戻っちゃったよ
Q.オープンセッチについてどう思う？ A.,Q.オープンセッチについてどう思う？ A.オープンセッチだし降りてきたヤバいヤバいどうしよう俺かもしれないいい目出すやん
Q.最初調子についてどう思う？ A.,Q.最初調子についてどう思う？ A.めちゃくちゃ打っとるやん7月もめちゃくちゃ打っとるやんいや最初調子悪かったけど最近上げてきてるな
Q.ジョンソン喧嘩についてどう思う？ A.,Q.ジョンソン喧嘩についてどう思う？ A.ルウェイン・ジョンソン 喧嘩したまま父が救死
Q.日本以上についてどう思う？ A.,Q.日本以上についてどう思う？ A.結論に達するの日本以上に良い国だっていい国で存在しないので知ってた行きたいよね
Q.配信についてどう思う？ A.,Q.配信についてどう思う？ A.ハワイは行くけど配信はしないもうホテルでボーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー
Q.ナイスボールについてどう思う？ A.,Q.ナイスボールについてどう思う？ A.今日ちょっとねスライダー抜けるん だよナイスボール
Q.500についてどう思う？ A.,Q.500についてどう思う？ A.人狼殺500人くらいだっけ 全然ドラマやってないのに視聴者が俺人狼やりたいんだけど 人狼やりたいんだけどって言ったら見つけてきてくれて その時はさあれが入ってたんだよ
Q.まま18についてどう思う？ A.,Q.まま18についてどう思う？ A.そのまま18人全員プロ野球選手にする。
Q.チーム打率についてどう思う？ A.,Q.チーム打率についてどう思う？ A.意外と打線とかチーム打率のリーグ取ったらオリックス面白いじゃんピッチャーもいいしピッチャー終わってっかんな
Q.一回スイッチについてどう思う？ A.,Q.一回スイッチについてどう思う？ A.髭の脱毛行ってくるわ早めに帰ってきてもう一回スイッチで練習してそんでyoutube出るわokあ
Q.ベスト4野球についてどう思う？ A.,Q.ベスト4野球についてどう思う？ A.もう今この4人で十分もうこれ以上ないベスト4野球つけとこっかこのクッションめっちゃ良くないガーシーの逮捕はいいやごちゃんだろ
Q.過剰についてどう思う？ A.,Q.過剰についてどう思う？ A.過剰にいいか強くなりすぎてしまったようだ
Q.男についてどう思う？ A.,Q.男についてどう思う？ A.今日の最高を目指していくそこまでの男だったということ間違ったさあ打ってくれグン打てでだよ
Q.一打席ヒットについてどう思う？ A.,Q.一打席ヒットについてどう思う？ A.第一打席ヒットったっていう情報は俺仕入れてる実はさっきうんこしながら見た大谷速報
Q.イタリア守備についてどう思う？ A.,Q.イタリア守備についてどう思う？ A.これまさかイタリア守備硬いうまい油断できないあれぶんちゃんは大谷投げるんでしょうかいやいいピッチャーだよいけない大谷やん
Q.18分についてどう思う？ A.,Q.18分についてどう思う？ A.記憶改ざんすんな一緒にすんじゃねえ貴族意識持つな嵐に行くときは一人で行けお前らゴミだそれでいいさ休日は時間過ぎんのかいいやまだだって18分ぐらいしか経ってないでしょ
Q.一生についてどう思う？ A.,Q.一生についてどう思う？ A.お腹すいてるなもうすんごい落ちてく一生懸命上げてもやりなさい
Q.場所についてどう思う？ A.,Q.場所についてどう思う？ A.このあたりのいろんな場所を見てもらったりしてみたがなんでそんなことしないといけないんだ
Q.代わりについてどう思う？ A.,Q.代わりについてどう思う？ A.俺の代わりに出ないか一緒に!
Q.ピンフ裏一についてどう思う？ A.,Q.ピンフ裏一についてどう思う？ A.それで良くない5200かリーズもピンフ裏一って5200
Q.リーチについてどう思う？ A.,Q.リーチについてどう思う？ A.プロはシャアがクソ行かせてもらうリーチ
Q.フィーバー23についてどう思う？ A.,Q.フィーバー23についてどう思う？ A.なんかフィーバー23のパッケージが変わってる爽快感があった俺もっと売れてもいいと思ったんだよな
Q.気についてどう思う？ A.,Q.気についてどう思う？ A.寄せてこうやって敵を寄せて寄せて寄せて寄せてポーンみたいななんかこういうことしてた気がする
Q.エイペックスチャンピオンについてどう思う？ A.,Q.エイペックスチャンピオンについてどう思う？ A.スモモがさエイペックスチャンピオン 取った時と同じくらい喜べたでもお前考えてみろ お前それ100万円だったら800万なってるぞ 1000万だったら8000万現在のツイッチ別動作 そんなの出るんだっけ
Q.アイアンマン2についてどう思う？ A.,Q.アイアンマン2についてどう思う？ A.アベンジャーズでねえアイアンマン2であのにこ やかな笑顔をしてたらイーロンマスクがいなくなっちゃったの あれイーロンマスク出てたよね
Q.防御率についてどう思う？ A.,Q.防御率についてどう思う？ A.今紙で防御率悪いんだけどがんばってる頑張っているんですよ
Q.ヤニキスについてどう思う？ A.,Q.ヤニキスについてどう思う？ A.ちょっと待って、俺もやっぱすげえ踏み終わってヤニキスいこおー疲れたーいいよな、俺は味方にケッキングがいてよ
Q.数万短期についてどう思う？ A.,Q.数万短期についてどう思う？ A.俺もうなん泣いてあーいやじゃあこれでほら数万短期だこれこれでいいんですよね
Q.電話についてどう思う？ A.,Q.電話についてどう思う？ A.もうルビーに電話しよう仕事してんのかな
Q.右サイドについてどう思う？ A.,Q.右サイドについてどう思う？ A.これ開いた開いてんじゃんいやマジか出た出た出てる右サイド開いてるな今日視野がひでえそれこっちなんですよで
Q.全員携帯についてどう思う？ A.,Q.全員携帯についてどう思う？ A.全員携帯とか別に携帯とパソコンバラバラでも分かんない安心してこの人いいな
Q.絶対についてどう思う？ A.,Q.絶対についてどう思う？ A.1000人いれば絶対できるよ広告流してればな余裕でできると思うよ1000万は絶対超える多分ね普通にやってれば動画だったらそれくらいあるんじゃない?
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.オフサイドうわいいねいいねいいねちゃんとコントロールしてシュートこれ思い出してみんなこうしてこうしてこう思い出したそれでハンド狙うんだそれぞれ50点ぐらい取ってる今のマジで強いからね
Q.オーダーメイドについてどう思う？ A.,Q.オーダーメイドについてどう思う？ A.すっごい感じ悪いけどオーダーメイドの100万ぐらいスーツ持ってるのでなんかスター みたいなそれそれ着てくる中で恥ずかしくて昨日俺スーツですら行ってないんだよね
Q.産物についてどう思う？ A.,Q.産物についてどう思う？ A.そういう副産物で人が増えていくっていうのも なんかスター出てこねーかなぁ
Q.時についてどう思う？ A.,Q.時についてどう思う？ A.いこういう時はボールがよく繋がります
Q.一についてどう思う？ A.,Q.一についてどう思う？ A.どちらにしてもじゃねーか上がれねーだろどちらにせよそれ一掛ければよかった
Q.インクについてどう思う？ A.,Q.インクについてどう思う？ A.それでインクを攻めていこうみたいな なるほどうっざー
Q.みんなについてどう思う？ A.,Q.みんなについてどう思う？ A.みんな俺もこっちで強くなりすぎちまったみたいだ
Q.心配についてどう思う？ A.,Q.心配についてどう思う？ A.家なんで出ねーのうぜーけど出ねーは出ねーで心配
Q.300についてどう思う？ A.,Q.300についてどう思う？ A.めちゃくちゃ緊張するぜ 100人と多いからなすっごいリアですごいピザラジの公開収録っていっ 300人ぐらいあったけな大石さんいたら俺緊張しないんだよね
Q.裏についてどう思う？ A.,Q.裏についてどう思う？ A.俺ほんであそこのなんか裏にもいるない
Q.ヌートバーについてどう思う？ A.,Q.ヌートバーについてどう思う？ A.これさヌートバーもカーディナルスだからさチームメイトじゃないだよねいやー
Q.レッドブルについてどう思う？ A.,Q.レッドブルについてどう思う？ A.普通に公衆かけるんでこれで生きていくおしっこしてこよう てかレッドブル持ってこーよ
Q.被害についてどう思う？ A.,Q.被害についてどう思う？ A.被害者ぶるわ 浮気ばれた時と一緒でやめてよ!
Q.信号についてどう思う？ A.,Q.信号についてどう思う？ A.今日も信号を動かしてくれてありがとうございますって言って渡れよって言ってんだろ
Q.みんな本当についてどう思う？ A.,Q.みんな本当についてどう思う？ A.逆に教えてほしいわかんねどう思う逆にみんな本当にわからんでもさ怪しいところじゃないあの怪しいってわからないって本当にそうだよねだって
Q.無効以上についてどう思う？ A.,Q.無効以上についてどう思う？ A.逆切れって自分が悪いってこと自覚してるじゃん100ゼロで自分が悪いと思ってるよだから逆切れすんの無効以上の熱量でおい!
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.あーそこのクリア人もしっかりしなきゃダメだなちょっと今の情けないことしちゃったオープンすぎたかさあ
Q.オタニについてどう思う？ A.,Q.オタニについてどう思う？ A.CM中も働いてんの、オタニって。
Q.今日ノリについてどう思う？ A.,Q.今日ノリについてどう思う？ A.腹減ったよマジで今日ノリで来てしまった店も朝決めたんだよね
Q.60秒についてどう思う？ A.,Q.60秒についてどう思う？ A.数千人の1分を奪ってるのしかもワンチャントイレ1分以内に帰ってくるよ60秒の広告っていう欄しかないこれでコツコツ金貯めていくんだ多分まだ60秒経ってないんじゃない?
Q.3塁についてどう思う？ A.,Q.3塁についてどう思う？ A.言ってましたまあこれ1アウト1塁で考えようぜ もう3塁なんだしかと1アウト1塁
Q.大谷についてどう思う？ A.,Q.大谷についてどう思う？ A.このねコーチのルー押し場が優秀 なんだよ大谷のタトゥー入れようかな
Q.野村についてどう思う？ A.,Q.野村についてどう思う？ A.お前野村がグリーンやったときの清原と一緒の気分だ
Q.美容についてどう思う？ A.,Q.美容についてどう思う？ A.美容室の名前はカットサンだよいいねいいね
Q.お腹についてどう思う？ A.,Q.お腹についてどう思う？ A.やばい、お腹痛いうんこしてきていい?
Q.気についてどう思う？ A.,Q.気についてどう思う？ A.いっくそ想像絞ってる気がしないドライパー持ってんのかな
Q.18イニングについてどう思う？ A.,Q.18イニングについてどう思う？ A.先発させようぜ一回なんだ18イニング
Q.メジャーリーグ経験についてどう思う？ A.,Q.メジャーリーグ経験についてどう思う？ A.でもメジャーリーグ経験者だし弁も立つし実績もあるしこれ以上ないか監督はメジャー通算420、監督はメジャー通算420半類だの
Q.八血球についてどう思う？ A.,Q.八血球についてどう思う？ A.crp が高くない 八血球だけずーっと高い理由がわかんない 盲腸とかなのかな
Q.30分についてどう思う？ A.,Q.30分についてどう思う？ A.たぶんこれスイッチの充電するのたぶん30分くらいかかるので俺細かに飯食ってくるわでチューしてあげるだから
Q.6時についてどう思う？ A.,Q.6時についてどう思う？ A.3時に帰って配信30分して6時に起きて出勤なんて結構ザラにあったと思うよ。
Q.ことについてどう思う？ A.,Q.ことについてどう思う？ A.ちょ余計なことしたマジで守るよ
Q.方についてどう思う？ A.,Q.方についてどう思う？ A.古い 方なら譲るよもらったのほらよ
Q.295についてどう思う？ A.,Q.295についてどう思う？ A.ファイティングマネーいけるな11だとお前の名前は今日からうきょねえだ二度とお前そんな自分の名を名乗るな挨拶練習しろどうもうきょねえ295
Q.味方アイアンについてどう思う？ A.,Q.味方アイアンについてどう思う？ A.味方アイアンで俺がんばるわさすがにこれ倍があってね
Q.視聴についてどう思う？ A.,Q.視聴についてどう思う？ A.それで視聴者に選ばせましょう長くなってもいい投票させればいいんだ
Q.病院についてどう思う？ A.,Q.病院についてどう思う？ A.でも俺の中でも病院は嫌だったから。
